Age,Household_Income,Credit_Score_Range,Vehicle_Year,Current_Mileage,Lead_Score,Purchased,Car_Make,Car_Model,Ownership_Type,Marital_Status,Education_Level,Homeowner_Status,Employment_Status,Gender,Preferred_Contact_Method,Lead_Source,Device_Type,Insurance_Status,Do_Not_Call,Email_Opt_In,Visited_Website_Last_30_Days,Clicked_Email_Last_30_Days,Opened_Email_Last_30_Days,Region,Zip_Code,Phone_Valid,Email_Valid,Vehicle_Use,Language_Preference,Military_Status,Has_Children,Outdoor_Activity_Level,Purchase_Intention,Number_of_Vehicles,Years_in_Current_Home,Past_Warranty_Purchase,Service_History,Recent_Move,Household_Size,Estimated_Home_Value,Estimated_Rent,Utilities_Included,Subscribed_To_Competitor,Warranty_Interest_Level,Credit_Card_Holder,Bank_Loan,Social_Media_Engagement,Online_Shopping_Frequency,Mobile_App_User,Streaming_Services_User,Data_Sharing_Consent
70,100-150K,650-699,2010,186103,59,1,Volkswagen,F-150,Leased,Single,Bachelor's Degree,Renter,Employed Full-Time,Other,Mail,Event,Mobile,No,No,No,Yes,No,Yes,South,48198,No,No,Mixed,Spanish,Active Duty,Yes,Low,Medium,5,30,No,Occasional,No,4,200-400K,2000+,No,No,Medium,Yes,No,Low,Medium,No,No,No
61,75-100K,650-699,2017,145741,79,1,Toyota,3 Series,Owned,Divorced,Master's Degree,Renter,Self-Employed,Male,Email,Cold Call,Desktop,No,No,No,No,No,Yes,West,15441,No,Yes,Business,English,Active Duty,Yes,Medium,Medium,1,29,Yes,Occasional,Yes,3,200-400K,1500-2000,No,Yes,Low,No,Yes,Low,Low,Yes,Yes,Yes
40,<30K,650-699,2019,111958,24,1,Chevrolet,Silverado,Leased,Widowed,High School,Living with Family,Employed Full-Time,Other,Mail,Website,Desktop,Yes,Yes,No,Yes,Yes,Yes,Midwest,70411,Yes,Yes,Mixed,Other,Active Duty,No,Low,Low,1,2,No,Regular,No,4,<100K,500-1000,Yes,Yes,Low,Yes,No,High,Medium,No,No,Yes
67,30-50K,650-699,2014,57436,62,0,Nissan,Sorento,Owned,Widowed,High School,Living with Family,Employed Full-Time,Female,Text,Email Campaign,Tablet,Yes,No,No,Yes,Yes,No,Midwest,92373,No,Yes,Personal,Spanish,None,No,Medium,Medium,5,4,No,Regular,Yes,2,600K+,1500-2000,Yes,No,Medium,No,Yes,Medium,Low,No,Yes,No
70,50-75K,700-749,2023,161148,56,1,Volkswagen,Elantra,Leased,Divorced,Doctorate,Renter,Unemployed,Other,Text,Event,Mobile,Yes,No,No,Yes,Yes,No,West,50561,Yes,No,Business,Other,None,No,Low,Medium,2,15,Yes,None,Yes,3,600K+,500-1000,Yes,No,Medium,Yes,No,Medium,Medium,Yes,Yes,No
32,<30K,<600,2020,91447,37,1,Volkswagen,Silverado,Leased,Divorced,Doctorate,Living with Family,Employed Full-Time,Female,Text,Referral,Desktop,Yes,Yes,Yes,Yes,Yes,No,South,12239,No,Yes,Personal,English,Active Duty,No,Medium,High,2,19,Yes,Occasional,Yes,4,<100K,<500,Yes,No,Low,Yes,No,High,Medium,No,Yes,No
86,100-150K,800+,2022,145330,83,1,Kia,Jetta,Leased,Married,High School,Living with Family,Employed Full-Time,Other,Text,Cold Call,Mobile,No,No,No,Yes,No,Yes,West,89656,No,No,Mixed,Other,Veteran,Yes,High,High,4,0,No,Occasional,No,2,600K+,500-1000,Yes,Yes,Low,Yes,No,Low,Low,Yes,Yes,No
82,100-150K,750-800,2011,44201,100,1,Volkswagen,Sorento,Financed,Single,Bachelor's Degree,Homeowner,Self-Employed,Male,Email,Referral,Tablet,No,No,Yes,No,Yes,No,South,20435,Yes,Yes,Mixed,Spanish,None,No,Low,High,3,40,Yes,Occasional,No,6,100-200K,500-1000,No,No,High,Yes,Yes,Medium,Low,Yes,Yes,No
27,<30K,750-800,2023,27845,46,1,Volkswagen,Civic,Owned,Divorced,Master's Degree,Renter,Employed Full-Time,Female,Email,Referral,Desktop,No,No,Yes,No,Yes,Yes,South,87065,No,Yes,Mixed,Other,Veteran,Yes,Medium,Medium,3,36,Yes,Regular,No,6,400-600K,<500,No,Yes,Low,Yes,No,High,Medium,Yes,Yes,No
30,100-150K,600-649,2016,47300,58,1,Nissan,Civic,Financed,Single,Master's Degree,Living with Family,Unemployed,Male,Mail,Email Campaign,Desktop,No,Yes,Yes,No,Yes,Yes,West,70012,Yes,Yes,Mixed,Spanish,Active Duty,Yes,High,Medium,1,0,No,Regular,No,1,200-400K,<500,Yes,Yes,Medium,No,Yes,Medium,High,Yes,No,No
21,50-75K,800+,2012,173032,58,0,Toyota,Elantra,Owned,Widowed,Associate Degree,Homeowner,Employed Part-Time,Female,Text,Referral,Desktop,No,Yes,No,Yes,No,Yes,South,72367,No,Yes,Business,English,Veteran,Yes,Medium,Medium,1,25,No,None,No,3,400-600K,500-1000,Yes,No,Medium,No,No,Medium,Medium,No,Yes,No
49,50-75K,650-699,2008,62741,36,1,BMW,Sorento,Financed,Single,Some College,Living with Family,Unemployed,Male,Text,Referral,Desktop,No,Yes,No,Yes,No,No,Midwest,83304,No,Yes,Mixed,Spanish,Active Duty,Yes,Medium,High,3,19,No,Regular,Yes,6,400-600K,1000-1500,No,No,Low,Yes,Yes,High,High,Yes,Yes,Yes
77,50-75K,<600,2011,122019,72,0,Nissan,Civic,Leased,Married,Doctorate,Homeowner,Employed Part-Time,Female,Mail,Referral,Mobile,Yes,Yes,Yes,No,No,Yes,West,29939,No,Yes,Business,Other,Veteran,Yes,High,Low,4,1,Yes,None,No,5,200-400K,1500-2000,No,Yes,High,Yes,No,Low,High,No,Yes,No
67,50-75K,700-749,2021,115586,92,0,Chevrolet,Elantra,Leased,Single,Master's Degree,Renter,Unemployed,Female,Phone,Event,Desktop,No,No,Yes,No,No,No,Midwest,75412,Yes,No,Personal,Spanish,None,Yes,Low,High,5,6,Yes,Occasional,No,4,600K+,1000-1500,Yes,Yes,High,No,Yes,High,High,No,Yes,Yes
69,75-100K,700-749,2009,152985,65,0,Nissan,Elantra,Leased,Single,Master's Degree,Homeowner,Unemployed,Male,Email,Event,Tablet,No,Yes,No,Yes,Yes,Yes,West,93040,No,No,Personal,English,None,Yes,High,Low,3,27,No,Regular,No,2,400-600K,2000+,Yes,Yes,Medium,No,Yes,Medium,Medium,Yes,Yes,Yes
37,30-50K,700-749,2019,84720,36,0,BMW,F-150,Owned,Married,Some College,Renter,Retired,Female,Phone,Cold Call,Tablet,No,No,Yes,Yes,Yes,No,South,91853,No,No,Personal,English,None,No,Medium,Medium,4,32,Yes,None,Yes,3,200-400K,1000-1500,Yes,Yes,High,Yes,Yes,Medium,Medium,No,No,Yes
18,75-100K,650-699,2009,98433,25,0,Chevrolet,Silverado,Financed,Widowed,Bachelor's Degree,Homeowner,Employed Part-Time,Other,Email,Cold Call,Tablet,Yes,Yes,Yes,No,No,Yes,Northeast,12894,Yes,Yes,Personal,Spanish,Active Duty,Yes,Medium,Medium,5,16,No,Regular,Yes,6,200-400K,1500-2000,Yes,No,High,No,No,Low,Medium,Yes,No,Yes
51,30-50K,650-699,2011,73099,33,0,Honda,3 Series,Leased,Married,Bachelor's Degree,Living with Family,Self-Employed,Female,Mail,Event,Desktop,No,No,Yes,Yes,No,Yes,South,37431,Yes,Yes,Mixed,Spanish,Veteran,No,Low,High,5,34,Yes,Occasional,No,4,600K+,<500,Yes,No,Medium,Yes,No,High,High,Yes,No,Yes
59,75-100K,700-749,2015,191740,49,1,Ford,F-150,Owned,Single,Associate Degree,Homeowner,Employed Full-Time,Other,Mail,Website,Mobile,No,Yes,Yes,No,Yes,No,Northeast,72638,Yes,Yes,Mixed,Other,Veteran,No,Medium,Low,5,7,No,Regular,Yes,2,600K+,<500,Yes,Yes,Low,No,Yes,Medium,High,No,Yes,No
46,<30K,750-800,2013,48678,55,0,Nissan,Jetta,Owned,Single,Some College,Renter,Self-Employed,Other,Phone,Email Campaign,Desktop,Yes,No,No,Yes,No,Yes,South,41844,Yes,No,Personal,English,Veteran,No,Medium,Medium,3,27,No,Occasional,Yes,1,<100K,<500,Yes,Yes,Low,Yes,No,Low,High,Yes,Yes,Yes
62,30-50K,600-649,2010,198196,45,0,Volkswagen,Altima,Leased,Married,Doctorate,Renter,Retired,Male,Mail,Website,Tablet,No,No,No,No,No,No,South,70089,Yes,Yes,Personal,Other,Veteran,No,Low,Medium,4,18,No,Regular,No,6,200-400K,1000-1500,Yes,Yes,Low,No,No,Low,High,No,Yes,No
78,50-75K,600-649,2015,105383,47,1,Honda,Altima,Financed,Divorced,Associate Degree,Renter,Unemployed,Female,Mail,Email Campaign,Tablet,Yes,No,Yes,No,No,Yes,West,80683,No,Yes,Personal,Other,Veteran,Yes,Medium,Low,1,21,Yes,None,Yes,3,<100K,2000+,Yes,Yes,High,No,No,Medium,Low,No,No,No
29,150K+,700-749,2005,167452,57,1,Nissan,3 Series,Financed,Widowed,Associate Degree,Renter,Employed Full-Time,Female,Mail,Website,Desktop,Yes,No,No,Yes,Yes,No,West,39061,Yes,No,Personal,English,Veteran,No,Low,Low,3,22,No,None,No,1,400-600K,2000+,Yes,Yes,High,No,No,Low,Medium,No,No,Yes
83,75-100K,650-699,2023,142499,82,0,Hyundai,3 Series,Owned,Single,Doctorate,Homeowner,Employed Full-Time,Other,Phone,Event,Mobile,Yes,Yes,No,No,No,No,Northeast,56258,Yes,Yes,Personal,English,None,No,Low,Low,4,26,No,Regular,Yes,2,400-600K,1500-2000,Yes,Yes,Medium,Yes,Yes,Low,Medium,Yes,Yes,Yes
60,50-75K,600-649,2021,30225,69,1,Toyota,C-Class,Financed,Married,High School,Homeowner,Self-Employed,Male,Phone,Email Campaign,Mobile,No,Yes,Yes,Yes,No,No,South,47157,No,No,Business,English,Veteran,No,Medium,Low,5,12,No,None,Yes,6,600K+,2000+,Yes,No,Low,Yes,No,Medium,High,Yes,No,No
66,100-150K,700-749,2021,175428,76,1,Nissan,Sorento,Financed,Married,Associate Degree,Renter,Retired,Male,Phone,Cold Call,Mobile,No,No,Yes,No,Yes,Yes,Northeast,11725,No,No,Business,English,Veteran,Yes,Low,Medium,4,4,Yes,Occasional,Yes,2,<100K,2000+,No,No,Medium,Yes,No,Low,Medium,Yes,No,No
80,100-150K,700-749,2013,103167,94,1,Nissan,Sorento,Leased,Widowed,High School,Homeowner,Self-Employed,Female,Phone,Email Campaign,Mobile,No,No,No,No,No,Yes,Northeast,18049,Yes,No,Mixed,Spanish,Active Duty,No,High,Medium,1,10,Yes,Regular,No,6,600K+,500-1000,Yes,Yes,Medium,No,Yes,Low,Medium,No,Yes,No
55,75-100K,750-800,2010,83589,70,0,Volkswagen,Corolla,Financed,Married,High School,Renter,Employed Part-Time,Female,Email,Referral,Desktop,Yes,No,No,No,No,Yes,Midwest,23900,Yes,Yes,Business,Spanish,Veteran,Yes,High,High,1,20,No,Regular,No,6,<100K,1500-2000,No,Yes,Low,No,Yes,Medium,Low,Yes,No,Yes
24,30-50K,650-699,2007,2904,31,0,Nissan,Corolla,Owned,Widowed,Bachelor's Degree,Homeowner,Employed Full-Time,Female,Mail,Referral,Mobile,No,No,No,Yes,No,No,South,46855,No,Yes,Business,Spanish,None,No,Low,Medium,2,4,Yes,Occasional,Yes,1,100-200K,1000-1500,Yes,Yes,Medium,Yes,No,Low,Medium,Yes,No,No
18,30-50K,750-800,2008,175636,29,0,Toyota,Altima,Financed,Widowed,Bachelor's Degree,Renter,Unemployed,Female,Phone,Cold Call,Tablet,No,No,No,No,Yes,Yes,Midwest,59423,No,No,Mixed,Other,None,No,Medium,Medium,1,20,Yes,Occasional,No,6,200-400K,<500,No,No,Medium,Yes,No,Medium,Low,Yes,No,No
77,50-75K,750-800,2018,15203,77,1,Toyota,C-Class,Owned,Single,Master's Degree,Renter,Employed Full-Time,Female,Mail,Referral,Desktop,Yes,Yes,No,Yes,No,No,South,62815,Yes,No,Business,English,None,Yes,Low,High,3,40,Yes,Regular,Yes,4,100-200K,2000+,No,Yes,High,Yes,Yes,Low,Medium,Yes,No,No
85,75-100K,650-699,2015,26245,71,1,Hyundai,Elantra,Owned,Divorced,Bachelor's Degree,Homeowner,Employed Part-Time,Other,Text,Cold Call,Mobile,No,Yes,No,Yes,No,Yes,South,28217,Yes,No,Mixed,Spanish,None,Yes,High,Low,4,25,No,None,Yes,5,<100K,1500-2000,Yes,No,Medium,Yes,No,Low,Medium,No,Yes,No
86,<30K,<600,2020,31770,57,0,Kia,Sorento,Leased,Widowed,Associate Degree,Renter,Self-Employed,Male,Email,Referral,Desktop,Yes,No,Yes,Yes,Yes,Yes,Northeast,48178,Yes,No,Business,English,Veteran,No,Low,High,4,12,No,Occasional,No,6,400-600K,2000+,No,Yes,Low,Yes,Yes,Low,High,No,Yes,Yes
30,100-150K,750-800,2011,19247,43,0,Mercedes,Elantra,Owned,Single,Doctorate,Homeowner,Self-Employed,Male,Email,Website,Desktop,No,No,No,No,No,Yes,Northeast,19846,No,Yes,Mixed,Other,None,Yes,Medium,Low,3,40,Yes,None,No,2,600K+,<500,No,No,High,No,Yes,High,Medium,Yes,No,Yes
42,30-50K,600-649,2012,34482,33,0,Chevrolet,Jetta,Leased,Married,Some College,Homeowner,Unemployed,Male,Phone,Email Campaign,Tablet,No,No,No,Yes,No,Yes,Midwest,65206,Yes,No,Personal,English,None,No,Medium,Medium,5,6,No,Occasional,Yes,2,<100K,1000-1500,No,Yes,High,Yes,Yes,Low,Low,Yes,Yes,Yes
69,100-150K,700-749,2011,120570,65,0,BMW,Jetta,Financed,Divorced,Bachelor's Degree,Homeowner,Retired,Female,Mail,Referral,Desktop,No,Yes,No,No,Yes,Yes,South,41874,No,No,Personal,Other,Veteran,No,Low,Low,3,14,Yes,Regular,No,1,600K+,<500,No,Yes,Low,No,Yes,Medium,Medium,No,Yes,No
87,100-150K,<600,2007,175417,76,0,Volkswagen,Corolla,Leased,Single,Bachelor's Degree,Renter,Unemployed,Female,Mail,Event,Desktop,No,No,Yes,Yes,Yes,No,South,85675,No,Yes,Personal,English,Active Duty,No,Low,High,3,13,Yes,Occasional,No,5,600K+,1500-2000,No,Yes,High,Yes,Yes,High,Medium,Yes,No,No
71,30-50K,800+,2022,28637,65,0,Chevrolet,C-Class,Financed,Married,Associate Degree,Renter,Employed Part-Time,Other,Email,Cold Call,Desktop,No,Yes,No,No,Yes,Yes,South,95358,No,No,Business,Spanish,Active Duty,Yes,Low,Low,5,39,No,Occasional,No,6,400-600K,500-1000,Yes,No,Low,Yes,Yes,High,Medium,Yes,Yes,No
50,100-150K,650-699,2023,113924,57,0,Ford,C-Class,Financed,Divorced,Doctorate,Renter,Employed Part-Time,Female,Mail,Email Campaign,Desktop,Yes,No,No,Yes,Yes,No,Northeast,44380,Yes,No,Business,Other,None,No,High,Low,2,32,Yes,None,Yes,6,200-400K,1500-2000,Yes,No,High,No,No,High,High,Yes,No,Yes
70,<30K,700-749,2016,45969,53,0,Chevrolet,Corolla,Leased,Widowed,High School,Living with Family,Employed Part-Time,Female,Email,Email Campaign,Mobile,Yes,No,Yes,No,No,Yes,Midwest,41045,Yes,Yes,Business,Other,None,No,Medium,Low,2,29,Yes,None,No,5,600K+,<500,No,No,High,No,Yes,Medium,Medium,No,No,No
67,75-100K,750-800,2014,45648,90,0,Chevrolet,Jetta,Leased,Married,Master's Degree,Renter,Retired,Male,Email,Email Campaign,Tablet,Yes,No,No,No,No,Yes,Northeast,69869,No,Yes,Personal,English,Veteran,Yes,Medium,High,3,4,Yes,Occasional,Yes,6,200-400K,2000+,No,No,Medium,No,Yes,High,Low,Yes,No,No
58,<30K,700-749,2014,102906,54,1,Mercedes,C-Class,Owned,Divorced,Doctorate,Living with Family,Unemployed,Other,Phone,Referral,Tablet,Yes,No,No,Yes,Yes,No,Midwest,34050,Yes,Yes,Business,Other,Active Duty,No,Medium,Medium,4,5,Yes,Regular,Yes,3,600K+,<500,Yes,Yes,Medium,Yes,Yes,Medium,Medium,No,No,Yes
63,75-100K,<600,2014,127024,60,0,Hyundai,Altima,Leased,Divorced,High School,Renter,Employed Part-Time,Male,Mail,Cold Call,Desktop,Yes,Yes,No,No,No,No,South,59768,No,No,Mixed,Other,Active Duty,No,Medium,High,1,33,No,Occasional,Yes,1,<100K,2000+,Yes,Yes,Medium,Yes,No,High,Low,No,No,Yes
84,50-75K,600-649,2009,72433,51,0,Volkswagen,3 Series,Financed,Single,Associate Degree,Renter,Self-Employed,Male,Email,Event,Desktop,No,No,Yes,Yes,Yes,No,South,17784,Yes,Yes,Business,English,Active Duty,Yes,Medium,High,5,0,Yes,None,Yes,3,200-400K,1500-2000,No,No,Low,Yes,No,Low,Medium,Yes,No,No
29,50-75K,650-699,2005,45053,39,0,Volkswagen,3 Series,Financed,Widowed,Doctorate,Homeowner,Employed Part-Time,Male,Text,Email Campaign,Mobile,No,Yes,No,Yes,No,No,Midwest,81572,No,Yes,Personal,English,Active Duty,No,Low,High,3,32,No,Regular,No,2,600K+,500-1000,No,Yes,High,No,No,Medium,Medium,Yes,No,Yes
79,150K+,600-649,2009,10313,74,1,Mercedes,Elantra,Leased,Married,Associate Degree,Renter,Unemployed,Female,Text,Event,Mobile,No,Yes,No,Yes,No,No,Midwest,61939,No,Yes,Business,English,Active Duty,No,Medium,Low,3,8,Yes,None,No,4,600K+,2000+,Yes,Yes,Low,No,Yes,Low,Low,Yes,No,No
38,50-75K,650-699,2013,155290,43,1,Volkswagen,Civic,Leased,Married,Doctorate,Living with Family,Self-Employed,Male,Text,Cold Call,Tablet,Yes,Yes,No,Yes,Yes,Yes,Midwest,71235,No,Yes,Personal,English,Veteran,No,Medium,High,3,35,Yes,Occasional,No,6,100-200K,1500-2000,Yes,No,Medium,Yes,Yes,Low,High,Yes,Yes,Yes
58,50-75K,600-649,2012,53589,48,1,Chevrolet,C-Class,Leased,Single,Some College,Homeowner,Self-Employed,Other,Text,Cold Call,Desktop,Yes,No,No,No,No,Yes,Midwest,68357,Yes,No,Mixed,English,Veteran,No,High,High,5,30,Yes,Regular,No,6,400-600K,<500,No,Yes,Medium,No,No,Low,High,No,Yes,No
84,30-50K,700-749,2021,175196,70,1,Nissan,Silverado,Financed,Married,Doctorate,Living with Family,Employed Part-Time,Male,Phone,Cold Call,Desktop,Yes,No,Yes,No,Yes,Yes,South,43507,Yes,Yes,Mixed,Spanish,Active Duty,Yes,High,Low,1,33,No,Occasional,No,3,200-400K,1000-1500,Yes,Yes,High,No,No,Medium,Medium,Yes,Yes,No
70,100-150K,700-749,2009,108887,49,0,BMW,Elantra,Owned,Married,Master's Degree,Living with Family,Unemployed,Other,Phone,Email Campaign,Mobile,Yes,Yes,Yes,Yes,Yes,Yes,West,92111,No,Yes,Business,Other,None,Yes,High,High,3,21,Yes,Regular,Yes,5,200-400K,500-1000,No,No,High,No,No,Medium,Medium,No,Yes,Yes
87,<30K,700-749,2021,149201,63,1,Honda,Altima,Owned,Divorced,Associate Degree,Renter,Self-Employed,Other,Mail,Cold Call,Desktop,No,Yes,No,No,No,Yes,South,36683,No,Yes,Mixed,Spanish,Active Duty,Yes,High,Low,4,4,Yes,Occasional,Yes,5,600K+,<500,Yes,No,Low,Yes,No,High,Medium,No,Yes,No
54,100-150K,650-699,2017,7121,60,0,Chevrolet,Silverado,Owned,Widowed,Doctorate,Renter,Employed Full-Time,Other,Text,Event,Tablet,Yes,No,Yes,Yes,No,Yes,South,11470,Yes,Yes,Mixed,English,Veteran,No,Medium,Low,3,9,Yes,Regular,Yes,5,100-200K,1500-2000,Yes,No,Medium,No,Yes,Low,Medium,No,Yes,Yes
64,30-50K,650-699,2012,70577,47,0,Kia,Altima,Financed,Married,High School,Living with Family,Employed Part-Time,Male,Mail,Event,Tablet,No,Yes,No,No,Yes,Yes,West,18041,Yes,No,Business,Spanish,None,No,Medium,Low,5,22,Yes,None,Yes,1,400-600K,1500-2000,No,No,Medium,No,No,High,Medium,Yes,Yes,No
72,75-100K,700-749,2012,151414,71,1,Mercedes,F-150,Financed,Divorced,Some College,Homeowner,Self-Employed,Male,Text,Email Campaign,Tablet,No,No,Yes,Yes,Yes,No,Northeast,21502,No,No,Personal,Spanish,Veteran,No,Medium,Medium,1,37,Yes,Occasional,No,5,100-200K,1000-1500,No,No,High,No,Yes,Low,Medium,Yes,No,Yes
34,30-50K,700-749,2022,33288,46,1,Mercedes,Civic,Financed,Single,Some College,Living with Family,Employed Part-Time,Other,Phone,Website,Desktop,No,Yes,Yes,Yes,No,No,Midwest,67170,Yes,Yes,Mixed,English,None,Yes,High,High,3,19,Yes,Occasional,Yes,3,200-400K,1000-1500,Yes,No,Medium,No,No,Medium,Low,No,No,Yes
49,30-50K,<600,2018,166763,55,1,Mercedes,C-Class,Leased,Divorced,Bachelor's Degree,Renter,Self-Employed,Other,Email,Referral,Desktop,No,No,Yes,No,Yes,Yes,Northeast,24637,No,No,Business,English,Active Duty,No,Low,Medium,1,9,No,Regular,No,2,<100K,2000+,Yes,Yes,Low,Yes,Yes,Medium,High,No,Yes,No
31,75-100K,650-699,2019,184258,57,0,Nissan,Silverado,Financed,Married,Associate Degree,Living with Family,Self-Employed,Other,Mail,Cold Call,Tablet,Yes,No,Yes,No,Yes,Yes,Northeast,19638,Yes,No,Mixed,Other,None,Yes,Medium,Low,4,34,Yes,Regular,No,1,400-600K,1500-2000,Yes,No,Medium,Yes,No,High,Medium,No,No,No
42,100-150K,650-699,2019,11276,57,1,Honda,Elantra,Financed,Married,High School,Homeowner,Self-Employed,Female,Text,Email Campaign,Desktop,No,No,No,Yes,Yes,Yes,South,57742,No,Yes,Personal,Spanish,None,Yes,High,High,2,35,Yes,Occasional,Yes,4,600K+,2000+,Yes,Yes,Low,Yes,No,High,High,No,Yes,No
78,30-50K,<600,2011,95541,57,0,Volkswagen,Sorento,Owned,Divorced,Associate Degree,Renter,Employed Full-Time,Female,Email,Email Campaign,Mobile,Yes,Yes,Yes,No,Yes,Yes,Northeast,22179,No,Yes,Business,Other,Active Duty,Yes,Medium,High,4,27,Yes,Regular,Yes,3,400-600K,<500,No,No,High,Yes,Yes,High,Medium,Yes,Yes,Yes
65,75-100K,700-749,2012,6632,28,0,Honda,Jetta,Financed,Widowed,Some College,Homeowner,Retired,Female,Text,Event,Tablet,No,No,Yes,Yes,No,No,West,68417,Yes,Yes,Mixed,Other,Veteran,No,High,Medium,4,27,No,Occasional,Yes,3,<100K,1000-1500,Yes,No,High,Yes,No,High,High,Yes,No,Yes
64,75-100K,600-649,2012,7341,61,0,Kia,Silverado,Financed,Single,Master's Degree,Living with Family,Employed Part-Time,Other,Phone,Cold Call,Mobile,No,No,Yes,Yes,Yes,No,Northeast,23008,No,No,Mixed,Spanish,None,No,Low,High,3,28,Yes,None,Yes,3,<100K,1000-1500,Yes,Yes,Low,No,Yes,High,High,No,No,Yes
21,50-75K,650-699,2019,19716,28,0,Mercedes,F-150,Owned,Married,High School,Homeowner,Employed Full-Time,Other,Mail,Cold Call,Desktop,Yes,No,Yes,No,Yes,Yes,West,31463,Yes,No,Personal,Other,None,Yes,Low,Medium,4,33,No,None,No,3,400-600K,<500,No,No,Low,No,Yes,Low,High,Yes,No,Yes
20,50-75K,700-749,2014,122209,57,1,BMW,F-150,Leased,Married,Master's Degree,Living with Family,Self-Employed,Male,Phone,Email Campaign,Mobile,No,Yes,Yes,No,Yes,Yes,South,21138,Yes,No,Mixed,English,None,No,Low,Low,3,23,No,None,No,6,200-400K,1000-1500,Yes,No,High,Yes,No,Low,Medium,Yes,No,No
25,50-75K,800+,2012,195827,40,0,Chevrolet,F-150,Financed,Divorced,Associate Degree,Renter,Retired,Female,Email,Referral,Tablet,No,Yes,No,No,Yes,Yes,South,74798,Yes,No,Business,English,None,No,High,High,4,17,Yes,Regular,No,1,100-200K,1000-1500,No,Yes,Low,No,No,Low,Medium,No,No,No
81,30-50K,700-749,2011,126780,75,0,Chevrolet,Jetta,Owned,Divorced,Doctorate,Living with Family,Employed Full-Time,Female,Text,Cold Call,Tablet,Yes,No,Yes,No,No,Yes,South,55720,Yes,No,Business,Spanish,Veteran,No,Medium,Low,5,33,Yes,Regular,Yes,1,400-600K,1500-2000,No,No,Medium,Yes,Yes,Medium,High,Yes,Yes,No
85,150K+,650-699,2008,26567,95,1,Chevrolet,Sorento,Leased,Widowed,Master's Degree,Renter,Unemployed,Male,Email,Website,Tablet,No,No,Yes,Yes,Yes,No,South,41616,Yes,No,Mixed,Other,Active Duty,No,Low,Low,3,6,No,Occasional,No,6,600K+,1500-2000,No,Yes,Low,Yes,No,Low,High,No,Yes,No
42,150K+,650-699,2023,137025,75,1,Mercedes,Jetta,Financed,Married,Associate Degree,Homeowner,Unemployed,Other,Phone,Cold Call,Mobile,No,Yes,Yes,No,No,No,Northeast,41109,Yes,Yes,Business,English,Veteran,No,Low,Low,5,13,Yes,Occasional,No,2,200-400K,<500,No,Yes,Medium,No,Yes,High,Medium,Yes,Yes,No
81,50-75K,600-649,2020,55085,78,1,Mercedes,Jetta,Financed,Widowed,Doctorate,Renter,Employed Full-Time,Male,Email,Website,Tablet,No,Yes,Yes,Yes,Yes,No,Midwest,32158,No,No,Personal,Other,None,No,Medium,Medium,5,24,Yes,Occasional,No,5,400-600K,1500-2000,Yes,Yes,Medium,Yes,No,Medium,Low,No,Yes,No
71,30-50K,650-699,2013,138976,49,1,Honda,3 Series,Owned,Married,Bachelor's Degree,Renter,Employed Full-Time,Female,Mail,Referral,Desktop,Yes,Yes,No,Yes,No,No,West,92490,Yes,No,Personal,Spanish,Veteran,No,High,High,2,14,Yes,Occasional,Yes,4,600K+,1500-2000,Yes,Yes,High,Yes,No,Medium,Medium,No,No,Yes
26,<30K,600-649,2016,195524,19,0,Chevrolet,Altima,Financed,Divorced,Associate Degree,Living with Family,Retired,Other,Phone,Email Campaign,Desktop,No,No,No,Yes,Yes,No,Midwest,14630,Yes,Yes,Mixed,Spanish,None,Yes,Medium,Medium,4,28,Yes,Occasional,Yes,2,<100K,1000-1500,No,Yes,Low,No,Yes,Low,Medium,No,No,Yes
58,50-75K,<600,2010,176110,51,0,Honda,Corolla,Owned,Single,Bachelor's Degree,Homeowner,Self-Employed,Male,Phone,Event,Desktop,No,Yes,Yes,Yes,No,No,South,39700,Yes,No,Mixed,English,Active Duty,Yes,High,Medium,4,23,No,Regular,No,3,400-600K,<500,No,Yes,Low,No,Yes,Medium,High,No,No,No
27,100-150K,700-749,2022,130384,73,1,Hyundai,Sorento,Leased,Widowed,Associate Degree,Renter,Self-Employed,Female,Email,Event,Desktop,Yes,No,No,No,Yes,Yes,Northeast,35918,Yes,Yes,Business,Spanish,None,Yes,Medium,Low,5,19,Yes,None,No,4,100-200K,<500,No,Yes,Low,Yes,No,Low,Medium,No,No,No
45,30-50K,700-749,2010,108098,31,0,Honda,C-Class,Leased,Single,High School,Living with Family,Retired,Other,Text,Website,Desktop,No,No,No,No,Yes,No,South,60927,No,No,Personal,Spanish,None,No,High,High,5,15,No,Regular,Yes,3,600K+,1000-1500,Yes,Yes,High,Yes,Yes,High,Low,Yes,No,No
66,30-50K,600-649,2010,41407,51,0,Chevrolet,Elantra,Owned,Single,High School,Living with Family,Employed Full-Time,Other,Mail,Website,Tablet,No,No,Yes,Yes,Yes,No,Northeast,92122,Yes,Yes,Personal,English,Active Duty,Yes,High,Medium,2,26,No,Occasional,No,6,100-200K,<500,No,No,Low,No,No,Medium,Low,Yes,Yes,Yes
75,30-50K,<600,2015,154991,42,0,Volkswagen,C-Class,Owned,Married,High School,Renter,Retired,Other,Email,Event,Desktop,No,No,No,No,Yes,No,Northeast,17908,Yes,Yes,Mixed,Other,None,Yes,Low,Medium,5,3,No,Occasional,Yes,5,200-400K,500-1000,No,Yes,Low,No,Yes,High,Low,Yes,No,Yes
